Artist Name,Album Name,Review Score,Genre,Date Published,Written By
Sigrid,Sucker Punch,6.0,Pop/R&B,2019-03-15,Laura Snapes
The Faint,Egowerk,6.5,Rock,2019-03-15,Evan Rytlewski
La Dispute,Panorama,7.6,Rock,2019-03-15,Ian Cohen
RAP,EXPORT,8.4,Experimental,2019-03-14,Philip Sherburne
M83,Knife + Heart (Original Soundtrack),6.8,ElectronicRock,2019-03-14,Larry Fitzmaurice
Vijay IyerCraig Taborn,The Transitory Poems,7.5,JazzExperimental,2019-03-14,Matthew Kassel
Dis Fig,PURGE,7.7,Electronic,2019-03-14,Phillip Mlynar
Juice WRLD,Death Race for Love,6.8,Rap,2019-03-13,Alphonse Pierre
Dido,Still on My Mind,6.6,Rock,2019-03-13,Stacey Anderson
William Basinski,On Time Out of Time,8.0,Experimental,2019-03-13,Andy Beta
Deli Girls,I Don’t Know How to Be Happy,7.6,Electronic,2019-03-13,NM Mashurov
Gesaffelstein,Hyperion,5.0,Pop/R&B,2019-03-12,Larry Fitzmaurice
Foals,Everything Not Saved Will Be Lost Part 1,6.0,Rock,2019-03-12,Ian Cohen
Neil Young,Dead Man Original Soundtrack,7.7,Rock,2019-03-12,Jesse Jarnow
Tanya Tagaq,Toothsayer EP,7.6,Experimental,2019-03-12,Joshua Minsoo Kim
Stella Donnelly,Beware of the Dogs,7.6,Rock,2019-03-11,Olivia Horn 
Townes Van Zandt,Sky Blue,6.9,Rock,2019-03-11,Stephen Thomas Erlewine
Meat Puppets,Dusty Notes,7.2,Rock,2019-03-11,Steve Kandell
Nick Waterhouse,Nick Waterhouse,5.9,Rock,2019-03-11,Stephen M. Deusner
David Crosby,If I Could Only Remember My Name,8.7,Rock,2019-03-10,Sam Sodomsky
Maren Morris,Girl,6.3,Folk/Country,2019-03-09,Katherine St. Asaph
Yves Jarvis,The Same but by Different Means,8.0,Rock,2019-03-09,Stuart Berman
Robert Forster,Inferno,7.7,Rock,2019-03-09,Alfred Soto
machìna,archipelago,7.4,Electronic,2019-03-09,Patrick St. Michel
Helado Negro,This Is How You Smile,8.5,Electronic,2019-03-08,Eric Torres
DaBaby,Baby On Baby,7.7,Rap,2019-03-08,Paul A. Thompson
SASAMI,SASAMI,7.0,Rock,2019-03-08,Sophie Kemp 
Sun Kil Moon,I Also Want to Die in New Orleans,3.2,Folk/Country,2019-03-08,Evan Rytlewski
Pissgrave,Posthumous Humiliation,7.7,Metal,2019-03-08,Andy O'Connor
Little Simz,GREY Area,8.1,Rap,2019-03-07,Sheldon Pearce
Lomelda,M for Empathy,7.6,Rock,2019-03-07,Margaret Farrell
Sofia Kourtesis,Sofia Kourtesis EP,8.0,Electronic,2019-03-07,Philip Sherburne
Westkust,Westkust,7.2,Rock,2019-03-07,Arielle Gordon
2 Chainz,Rap or Go to the League,7.6,Rap,2019-03-06,Sheldon Pearce
Roses Gabor ,Fantasy & Facts,7.8,Pop/R&B,2019-03-06,Lakin Starling
Hozier,"Wasteland, Baby!",4.8,Rock,2019-03-06,Sam Sodomsky
T-Pain,1UP,6.1,Rap,2019-03-06,Reed Jackson
Solange,When I Get Home,8.4,Pop/R&B,2019-03-05,Anupa Mistry
Durand Jones & the Indications,American Love Call,6.6,Pop/R&B,2019-03-05,Amanda Wicks
Potty Mouth,SNAFU,7.2,Rock,2019-03-05,Nina Corcoran
Yung Baby Tate,Girls,6.8,Rap,2019-03-05,Michelle Kim
Weezer,Weezer (The Black Album),5.7,Rock,2019-03-04,Peyton Thomas
Royal Trux,White Stuff,7.8,Rock,2019-03-04,Stuart Berman
Angel-Ho,Death Becomes Her,7.6,Experimental,2019-03-04,Michelle Kim
The Japanese House,Good at Falling,7.5,Pop/R&B,2019-03-04,Megan Buerger
Everything But the Girl,Walking Wounded,9.0,ElectronicPop/R&B,2019-03-03,Ruth Saxelby
Gary Clark Jr.,This Land,7.9,Rock,2019-03-02,Stephen Thomas Erlewine
Ryuichi Sakamoto,BTTB (20th Anniversary Edition),8.0,Experimental,2019-03-02,Ruth Saxelby
Various Artists,Eminent Domain,7.4,Not found,2019-03-02,Miles Bowe
Deem Spencer,Pretty Face,6.9,Rap,2019-03-02,Sheldon Pearce
Hand Habits,placeholder,7.3,Rock,2019-03-01,Sasha Geffen
Pond,Tasmania,7.5,Rock,2019-03-01,Larry Fitzmaurice
Various Artists,Gangster Music Vol. 1,6.2,Not found,2019-03-01,Reed Jackson
BluOh No,A Long Red Hot Los Angeles Summer Night,7.3,Rap,2019-03-01,Mehan Jayasuriya
Cochemea,All My Relations,7.9,Jazz,2019-03-01,Phillip Mlynar
Lil Pump,Harverd Dropout,3.8,Rap,2019-02-28,Alphonse Pierre
Giggs,Big Bad...,7.4,Rap,2019-02-28,Ciaran Thapar
Diplo,Europa EP,4.2,Electronic,2019-02-28,Larry Fitzmaurice
IAMDDB,Swervvvvv.5,7.3,Rap,2019-02-28,Eric Torres
Offset,Father of 4,6.9,Rap,2019-02-27,Stephen Kearse
Julia Jacklin,Crushing,7.7,Rock,2019-02-27,Olivia Horn 
Gunna,Drip or Drown 2,6.7,Rap,2019-02-27,Sheldon Pearce
XXX,Second Language,7.5,Rap,2019-02-27,Joshua Minsoo Kim
Kehlani,While We Wait,7.6,Pop/R&B,2019-02-26,Jenn Pelly
Aleksi Perälä,Sunshine 3,8.1,Electronic,2019-02-26,Philip Sherburne
Bonobo,Fabric Presents Bonobo,5.8,ElectronicJazz,2019-02-26,Andy Beta
Homeshake,Helium,3.5,Rock,2019-02-26,Ian Cohen
X,Los Angeles,8.5,Rock,2019-02-25,Rebecca Bengal
Adia Victoria,Silences,7.7,Rock,2019-02-25,Allison Hussey
Du Blonde,Lung Bread for Daddy,7.6,Rock,2019-02-25,Ben Hewitt
Skee Mask,808BB EP,7.7,Electronic,2019-02-25,Kevin Lozano
Nirvana,MTV Unplugged in New York,9.5,Rock,2019-02-24,Mike Powell
Nakhane,You Will Not Die,6.8,ExperimentalPop/R&B,2019-02-23,Eric Torres
Ray Charles,Modern Sounds in Country & Western Music Volumes 1 & 2,9.2,Jazz,2019-02-23,Natalie Weiner
David Sylvian,Secrets of the Beehive,9.1,Rock,2019-02-23,Sam Sodomsky
Celestial Trax,Serpent Power,7.7,Electronic,2019-02-23,Philip Sherburne
SPELLLING,Mazy Fly,8.0,Experimental,2019-02-22,Dayna Evans
FEELS,Post Earth,8.0,Rock,2019-02-22,Stuart Berman
Lor Choc,Love Is Love,7.2,Rap,2019-02-22,Sasha Geffen
Vtgnike,Steals,6.9,Electronic,2019-02-22,Philip Sherburne
Sunwatchers,Illegal Moves,7.7,Rock,2019-02-22,Marc Masters
Various Artists,"Kankyō Ongaku: Japanese Ambient, Environmental & New Age Music 1980-1990",8.5,Not found,2019-02-21,Mark Richardson
Lucki,Freewave 3,7.7,Rap,2019-02-21,Paul A. Thompson
Y La Bamba,Mujeres,7.7,Folk/Country,2019-02-21,Philip Sherburne
Yann Tiersen,ALL,5.8,Pop/R&B,2019-02-21,Andy Beta
Chaka Khan,Hello Happiness,5.9,Pop/R&B,2019-02-20,Jackson Howard
Sir Babygirl,Crush on Me,6.8,Pop/R&B,2019-02-20,Katherine St. Asaph
Efdemin,New Atlantis,7.6,Electronic,2019-02-20,Philip Sherburne
Nate Young,Volume One: Dilemmas of Identity,7.7,Experimental,2019-02-20,Grayson Haver Currin
Avril Lavigne,Head Above Water,5.5,Rock,2019-02-19,Arielle Gordon
Elena Setién,Another Kind of Revolution,7.0,Rock,2019-02-19,Dayna Evans
CherushiiMaria Minerva,Cherushii & Maria Minerva,7.7,Electronic,2019-02-19,Harley Brown
Jozef van WissemJim Jarmusch,An Attempt to Draw Aside the Veil,7.7,Experimental,2019-02-19,Grayson Haver Currin
Tortoise,TNT,9.0,ExperimentalRock,2019-02-17,Mark Richardson
Various Artists,Powder in Space,8.1,Not found,2019-02-16,Kevin Lozano
Perfect Son,Cast,5.6,Rock,2019-02-16,Ian Cohen
Black Taffy,Elder Mantis,7.3,Experimental,2019-02-16,Brian Howe
Ithaca,The Language of Injury,7.0,Metal,2019-02-16,Kim Kelly
Ladytron,Ladytron,7.7,Pop/R&B,2019-02-15,Katherine St. Asaph
Broken Social Scene,Let’s Try the After Vol. 1 EP,7.2,Rock,2019-02-15,Larry Fitzmaurice
Rina Mushonga,In a Galaxy,8.0,Pop/R&B,2019-02-15,Madison Bloom
King Midas Sound,Solitude,7.8,Experimental,2019-02-15,Louis Pattison
Wadada Leo Smith,Rosa Parks: Pure Love. An Oratorio of Seven Songs,7.5,Jazz,2019-02-15,Ben Cardew
Nivhek,After its own death / Walking in a spiral towards the house,8.3,ElectronicExperimental,2019-02-14,Jayson Greene
Theon Cross,Fyah,7.5,Jazz,2019-02-14,Andy Beta
Q Da FoolKenny Beats,Bad Influence,7.2,Rap,2019-02-14,Will Schube
Ossuarium,Living Tomb,7.6,Metal,2019-02-14,Kim Kelly
Default Genders,Main Pop Girl 2019,8.0,Electronic,2019-02-13,Ezra Marcus
Wiz KhalifaCurren$y,2009,6.3,Rap,2019-02-13,Sheldon Pearce
Xiu Xiu,Girl With Basket of Fruit,6.0,ExperimentalRock,2019-02-13,Grayson Haver Currin
Charlotte Adigéry,Zandoli EP,7.8,Experimental,2019-02-13,Eric Torres
Panda Bear,Buoys,7.6,Electronic,2019-02-12,Mark Richardson
Eli Keszler,Empire EP,7.6,Experimental,2019-02-12,Philip Sherburne
Navy Blue,Gangway for Navy,7.7,Rap,2019-02-12,Reed Jackson
Hayes Carll,What It Is,6.4,Folk/Country,2019-02-12,Stephen M. Deusner
Ariana Grande,"thank u, next",7.9,Pop/R&B,2019-02-11,Rawiya Kameir
HEALTH,VOL. 4 :: SLAVES OF FEAR,3.4,Rock,2019-02-11,Sasha Geffen
AJ Tracey,AJ Tracey,6.8,Rap,2019-02-11,Dean Van Nguyen
Hauschka,A Different Forest,6.9,Experimental,2019-02-11,Brian Howe
Prince Paul,A Prince Among Thieves,8.7,Rap,2019-02-10,Timmhotep Aku
Cass McCombs,Tip of the Sphere,8.0,Folk/Country,2019-02-09,Jonah Bromwich
Laurie Spiegel,Unseen Worlds,8.0,Experimental,2019-02-09,Andy Beta
Mikron,Severance,7.4,Electronic,2019-02-09,Philip Sherburne
Tiny Ruins,Olympic Girls,7.4,Rock,2019-02-09,Margaret Farrell
Jessica Pratt,Quiet Signs,8.4,Folk/Country,2019-02-08,Quinn Moreland
Mavis Staples,Live in London,6.8,Pop/R&B,2019-02-08,Stephen Thomas Erlewine
Mercury Rev,Bobbie Gentry’s The Delta Sweete Revisited,4.5,Rock,2019-02-08,Stephen M. Deusner
Harlem,Oh Boy,5.1,Rock,2019-02-08,Evan Rytlewski
Yak,Pursuit of Momentary Happiness,7.6,Rock,2019-02-08,Stuart Berman
LCD Soundsystem,Electric Lady Sessions,7.9,ElectronicRock,2019-02-07,Sasha Geffen
Angel Bat Dawid,The Oracle,8.0,Jazz,2019-02-07,Shannon J. Effinger
Michael Chapman,True North,7.4,Rock,2019-02-07,Amanda Wicks
Astronoid,Astronoid,5.2,Metal,2019-02-07,Ian Cohen
Various Artists,Music Inspired by the Film Roma,6.7,Not found,2019-02-06,Philip Sherburne
Bob Mould,Sunshine Rock,7.6,Rock,2019-02-06,Stephen Thomas Erlewine
Dreezy,Big Dreez,7.3,Rap,2019-02-06,Sheldon Pearce
Rustin Man,Drift Code,7.6,Rock,2019-02-06,Zach Schonfeld
Dave Harrington,"Pure Imagination, No Country",7.7,Not found,2019-02-05,Jesse Jarnow
TuamieFly Anakin,Emergency Raps Vol. 4,7.5,Rap,2019-02-05,Alphonse Pierre
Leon Vynehall,DJ-Kicks,6.8,Electronic,2019-02-05,Ben Cardew
Cherry Glazerr,Stuffed & Ready,7.5,Rock,2019-02-05,Maggie Lange
Beirut,Gallipoli,6.6,Rock,2019-02-04,Sophie Kemp 
Boy Harsher,Careful,7.2,Electronic,2019-02-04,Kevin Lozano
David Behrman,On the Other Ocean,9.0,Electronic,2019-02-04,Andy Beta
Spielbergs,This Is Not the End,7.2,Rock,2019-02-04,Ian Cohen
Alice Coltrane,Journey in Satchidananda,10.0,Jazz,2019-02-03,Josephine Livingstone
Rat Boy,Internationally Unknown,5.5,RockRap,2019-02-02,Zoe Camp
Jay Mitta,Tatizo Pesa,7.5,Electronic,2019-02-02,Philip Sherburne
Pavo Pavo,Mystery Hour,7.2,Rock,2019-02-02,Sophie Kemp 
Michael O’Shea,Michael O’Shea,8.4,Folk/Country,2019-02-02,Andy Beta
Girlpool,What Chaos is Imaginary,7.8,Rock,2019-02-01,Sasha Geffen
Sada Baby,Bartier Bounty,8.0,Rap,2019-02-01,Sheldon Pearce
Emily King,Scenery,7.7,Pop/R&B,2019-02-01,Maggie Lange
Luthorist,Hueco Mundo,7.4,Rap,2019-02-01,Dean Van Nguyen
Terre Thaemlitz,Comp x Comp,7.0,Electronic,2019-02-01,Thea Ballard
Boogie,Everything’s for Sale,7.1,Rap,2019-01-31,Trey Alston
FIDLAR,Almost Free,6.5,Rock,2019-01-31,Evan Rytlewski
Croatian Amor,Isa,7.6,Electronic,2019-01-31,Jenn Pelly
Lip Talk,D A Y S,6.1,Pop/R&B,2019-01-31,Mehan Jayasuriya
William Tyler,Goes West,7.8,Folk/Country,2019-01-30,Sam Sodomsky
Jay Glass Dubs,Epitaph,6.8,Experimental,2019-01-30,Whitney  Wei
Jonatan Leandoer127,Nectar,6.9,Experimental,2019-01-30,Evan Rytlewski
Ultramarine,Signals Into Space,7.6,Electronic,2019-01-30,Philip Sherburne
Juan Wauters,La Onda de Juan Pablo,8.0,Rock,2019-01-29,Steven Arroyo
Various Artists,All the Young Droogs,7.4,Not found,2019-01-29,Simon Reynolds
Pavel Milyakov, La Maison de la Mort,7.4,Electronic,2019-01-29,Andy Beta
Sarah Louise,Nighttime Birds and Morning Stars,7.9,Folk/Country,2019-01-29,Philip Sherburne
DAWN,new breed,7.0,Pop/R&B,2019-01-28,Eric Torres
Sneaks,Highway Hypnosis,5.5,Rock,2019-01-28,Sophie Kemp 
Sunflower Bean,King of the Dudes EP,6.9,Rock,2019-01-28,Emma Madden
Green River,Dry As a Bone,7.8,Rock,2019-01-28,Steve Kandell
Robert Ashley,Private Parts,8.8,Experimental,2019-01-27,Daniel Martin-McCormick
YNW Melly,We All Shine,6.6,Rap,2019-01-26,Sheldon Pearce
Caspar Brötzmann,Black Axis,8.6,Rock,2019-01-26,Grayson Haver Currin
Conor OberstPhoebe Bridgers,Better Oblivion Community Center,7.7,RockFolk/Country,2019-01-25,Sam Sodomsky
Steve Gunn,The Unseen in Between,7.2,Folk/Country,2019-01-25,Stephen M. Deusner
Diva Sweetly,In the Living Room,6.9,Rock,2019-01-25,Ian Cohen
Say Anything,Oliver Appropriate,6.5,Rock,2019-01-25,Arielle Gordon
Future,Future Hndrxx Presents: The WIZRD,7.0,Rap,2019-01-24,Jayson Greene
duendita,direct line to My Creator,8.1,Pop/R&B,2019-01-24,Lakin Starling
Eric Dolphy,Musical Prophet: The Expanded 1963 New York Studio Sessions,8.3,Jazz,2019-01-24,Matthew Kassel
Mike Krol,Power Chords,7.8,Rock,2019-01-24,Stuart Berman
Toro y Moi,Outer Peace,7.4,Electronic,2019-01-23,Philip Sherburne
Pedro the Lion,Phoenix,7.6,Rock,2019-01-23,Grayson Haver Currin
Julian Lynch,Rat’s Spit,7.5,Rock,2019-01-23,Will Schube
Angelo De Augustine,Tomb,7.3,Rock,2019-01-23,Margaret Farrell
James Blake,Assume Form,5.8,Pop/R&B,2019-01-22,Philip Sherburne
Maggie Rogers,Heard It in a Past Life,5.9,Pop/R&B,2019-01-22,Laura Snapes
Various Artists,The Favourite (Original Motion Picture Soundtrack),7.3,Not found,2019-01-22,Matthew Strauss
Lost Under Heaven,Love Hates What You Become,6.8,Rock,2019-01-22,Madison Bloom
Tracy Chapman,Tracy Chapman,9.4,Pop/R&B,2019-01-20,Ann-Derrick Gaillot
Kate Bush,The Kick Inside,8.4,Pop/R&B,2019-01-19,Laura Snapes
Kate Bush,The Dreaming,7.7,Pop/R&B,2019-01-19,Daphne Carr
Kate Bush,The Sensual World,9.4,Pop/R&B,2019-01-19,Ben Hewitt
Kate Bush,The Red Shoes,7.0,Pop/R&B,2019-01-19,Ryan Dombal
Sharon Van Etten,Remind Me Tomorrow,8.4,Rock,2019-01-18,Laura Snapes
Buke and Gase,Scholars,7.5,Experimental,2019-01-18,Dale W Eisinger
Christoph De Babalon,Hectic Shakes EP,7.8,Electronic,2019-01-18,Ruth Saxelby
Dua Saleh,Nūr EP,7.5,Pop/R&B,2019-01-18,Paul A. Thompson
Deerhunter,Why Hasn’t Everything Already Disappeared?,8.0,Rock,2019-01-17,Sasha Geffen
Malibu Ken,Malibu Ken,7.7,Rap,2019-01-17,Evan Rytlewski
Steve Mason,About the Light,6.8,Rock,2019-01-17,Stuart Berman
Trent ReznorAtticus Ross,Bird Box (Abridged) Original Score,7.1,RockExperimental,2019-01-16,Sean T. Collins
Kelman Duran,13th Month,7.8,Electronic,2019-01-16,Andy Beta
Pom Pom,Untitled II,6.8,Electronic,2019-01-15,Philip Sherburne
T-Rextasy,Prehysteria,5.3,Rock,2019-01-15,Nina Corcoran
Kaitlyn Aurelia Smith,Tides: Music for Meditation and Yoga,7.0,Experimental,2019-01-14,Daniel Martin-McCormick
Nedarb,AMITY,7.3,Rap,2019-01-14,Duncan Cooper
Talk Talk,Spirit of Eden,10.0,Rock,2019-01-13,Jeremy D. Larson
Lara Sarkissian,DISRUPTION EP,7.3,Electronic,2019-01-12,Megan Buerger
Saint Mela,first bloom,6.9,Pop/R&B,2019-01-12,Vrinda Jagota
David Byrne,“…The Best Live Show of All Time” — NME EP,5.5,Rock,2019-01-11,Andy Beta
DJ Healer,Lost Lovesongs / Lostsongs Vol. 2,6.2,Electronic,2019-01-11,Chal Ravens
Jorge Velez,Roman Birds,7.9,Electronic,2019-01-10,Philip Sherburne
Chandra,Transportation EPs,7.8,Rock,2019-01-10,Andy Beta
The Chainsmokers,Sick Boy,3.1,Electronic,2019-01-09,Larry Fitzmaurice
Silent Servant,Shadows of Death and Desire,7.8,Electronic,2019-01-09,Harley Brown
A Boogie Wit Da Hoodie,Hoodie SZN,6.8,Rap,2019-01-08,Alphonse Pierre
Çaykh,V I S C 0 9,7.3,Experimental,2019-01-08,Tom Hawking
The-Dream,"Ménage à Trois: Sextape Vol. 1, 2, 3",7.4,Pop/R&B,2019-01-07,Sheldon Pearce
Doug Paisley,Starter Home,7.7,Folk/Country,2019-01-07,Amanda Wicks
Buzzcocks,Singles Going Steady,9.4,Rock,2019-01-06,Jason Heller
Various Artists,Happy New Year! We Wish You Happiness!,7.2,Not found,2019-01-05,Ben Cardew
J. Mamana,Nothing New in the West,7.4,Rock,2019-01-05,Jayson Greene
MIKE,War in My Pen,7.6,Rap,2019-01-04,Jayson Greene
Hammock,Universalis,6.2,Electronic,2019-01-04,Brian Howe
Bad Bunny,X 100PRE,8.2,Rap,2019-01-03,Matthew Ismael Ruiz
Charlotte Gainsbourg,Take 2 EP,7.4,Pop/R&B,2019-01-03,Ben Cardew
21 Savage,I Am > I Was,7.8,Rap,2019-01-02,Paul A. Thompson
Magic Dirt,Signs of Satanic Youth,7.2,Rock,2019-01-02,Stuart Berman
Algernon Cadwallader,Some Kind of Cadwallader,8.3,Rock,2018-12-29,Ian Cohen
Various Artists,A Day In The Life: Impressions Of Pepper,7.8,Not found,2018-12-28,Grayson Haver Currin
XXX,Language,7.3,Rap,2018-12-27,Michelle Kim
Foxwarren,Foxwarren,7.3,Rock,2018-12-26,Margaret Farrell
Power Trip,Opening Fire: 2008-2014,7.7,Metal,2018-12-22,Andy O'Connor
Scott WalkerSia,Vox Lux OST,4.5,RockPop/R&B,2018-12-21,Larry Fitzmaurice
The Funs ,Alienated,7.2,Rock,2018-12-21,Steven Arroyo
Twist,Distancing,7.2,Rock,2018-12-20,Calum Marsh
Booker Stardrum,Temporary etc.,7.7,Experimental,2018-12-20,Philip Sherburne
Scott Hirsch,Lost Time Behind the Moon,7.5,Electronic,2018-12-19,Stephen M. Deusner
The 7th Plain, Chronicles II,7.4,Electronic,2018-12-19,Philip Sherburne
Zayn,Icarus Falls,6.4,Pop/R&B,2018-12-18,Maura Johnston
Penelope Trappes ,Penelope Two,7.5,Experimental,2018-12-18,Philip Sherburne
Big Joanie  ,Sistahs,7.6,Rock,2018-12-17,Jenn Pelly
Yhung T.O.,Trust Issues,7.4,Rap,2018-12-17,Dean Van Nguyen
Avril Lavigne,Let Go,6.6,Rock,2018-12-16,Jamieson Cox
Jeff Goldblum & The Mildred Snitzer Orchestra,The Capitol Studio Sessions,6.3,Jazz,2018-12-15,Zach Schonfeld
Ski Mask the Slump God,Stokeley,7.2,Rap,2018-12-15,Trey Alston
Bruce Springsteen,Springsteen on Broadway,8.0,Rock,2018-12-14,Caryn Rose
My Brightest Diamond,A Million and One,7.0,Rock,2018-12-14,Maggie Lange
XXXTentacion,Skins,3.0,Rap,2018-12-14,Sheldon Pearce
Coldplay,Live in Buenos Aires,6.1,Rock,2018-12-13,Sam Sodomsky
XXL,Puff O’Gigio,7.5,Rock,2018-12-13,Owen Myers 
J.I.D,DiCaprio 2,7.7,Rap,2018-12-12,Jonah Bromwich
Chic,The Chic Organization 1977-1979,8.2,Pop/R&B,2018-12-12,Andy Beta
Merzbow,MONOAkuma,7.0,Experimental,2018-12-12,Miles Bowe
Gucci Mane,Evil Genius,6.5,Rap,2018-12-11,Evan Rytlewski
It Looks Sad.,Sky Lake,6.9,Rock,2018-12-11,Ian Cohen
State Champion,Send Flowers,8.0,Rock,2018-12-11,Rebecca Bengal
Blake Mills,Look,8.1,RockExperimental,2018-12-10,Grayson Haver Currin
The Spinanes,Manos,8.5,Rock,2018-12-10,Stephen M. Deusner
Rose Droll,Your Dog,6.7,Experimental,2018-12-10,Arielle Gordon
Black Sabbath,Paranoid,9.5,MetalRock,2018-12-09,Grayson Haver Currin
Various Artists,Pop Ambient 2019,7.6,Not found,2018-12-08,Mark Richardson
Oren AmbarchiJim O’Rourke,Hence,7.4,Experimental,2018-12-08,Andy Beta
Galya Bisengalieva,EP ONE,7.6,Experimental,2018-12-08,Philip Sherburne
Alessia Cara,The Pains of Growing,6.8,Pop/R&B,2018-12-07,Jayson Greene
Heather Leigh,Throne,7.7,Experimental,2018-12-07,Marc Masters
Stephen Steinbrink,Utopia Teased,7.3,Rock,2018-12-07,Madison Bloom
Bill Callahan,Live at Third Man Records,7.4,Rock,2018-12-06,Sam Sodomsky
Kodie Shane,Young HeartThrob,7.8,Rap,2018-12-06,Larry Fitzmaurice
Chris CorsanoBill Orcutt,Brace Up!,8.0,JazzExperimental,2018-12-06,Grayson Haver Currin
Zubin,Heavy Down Pour EP,6.9,Rap,2018-12-06,Duncan Cooper
David Bowie,Glastonbury 2000,7.0,Rock,2018-12-05,Sean T. Collins
"The Good, the Bad & the Queen",Merrie Land,7.5,Rock,2018-12-05,Madison Bloom
Waajeed,From the Dirt,7.4,Electronic,2018-12-05,Ben Cardew
The Samps,Breakfast,7.3,Electronic,2018-12-05,Philip Sherburne
Meek Mill,Championships,7.7,Rap,2018-12-04,Evan Rytlewski
Iron Maiden,Iron Maiden,7.0,Metal,2018-12-04,Andy O'Connor
Dipset,Diplomatic Ties,4.0,Rap,2018-12-04,Ian Cohen
Kirk Knight,IIWII (It Is What It Is),5.7,Rap,2018-12-04,Trey Alston
Jeff Tweedy,WARM,8.3,Rock,2018-12-03,Sam Sodomsky
6ix9ine,DUMMY BOY,3.4,Rap,2018-12-03,Alphonse Pierre
Jon Spencer,Spencer Sings the Hits!,7.3,Rock,2018-12-03,Stuart Berman
didi,Like Memory Foam,7.1,Rock,2018-12-03,Sasha Geffen
Daft Punk,Homework,9.2,Electronic,2018-12-02,Larry Fitzmaurice
Neil Young,Songs for Judy,8.0,Rock,2018-12-01,Jesse Jarnow
Tommy Genesis ,Tommy Genesis,7.3,Rap,2018-12-01,Eric Torres
Bauhaus,The Bela Session,7.9,Rock,2018-12-01,Philip Sherburne
BEAST,Ens,6.8,Electronic,2018-12-01,Piotr Orlov
Earl Sweatshirt,Some Rap Songs,8.8,Rap,2018-11-30,Timmhotep Aku
Wolfgang TillmansPowell,Spoken By the Other EP,6.8,ExperimentalElectronic,2018-11-30,Steven Arroyo
Hprizm,Magnetic Memory,7.7,Rap,2018-11-30,Phillip Mlynar
Joseph Shabason,Anne,7.8,Jazz,2018-11-30,Miles Bowe
The 1975,A Brief Inquiry Into Online Relationships,8.5,Rock,2018-11-29,Ryan Dombal
Rainer Maria,Look Now Look Again,8.3,Rock,2018-11-29,Jenn Pelly
Eiko Ishibashi,The Dream My Bones Dream,7.5,Pop/R&B,2018-11-29,Patrick St. Michel
Nicholas Krgovich,“Ouch”,7.2,Rock,2018-11-29,Calum Marsh
City Girls,G I R L C O D E,7.0,Rap,2018-11-28,Natelegé Whaley
Mike WiLL Made-It,Creed II: The Album,5.7,Rap,2018-11-28,Stephen Kearse
Peder Mannerfelt,Daily Routine,7.9,Electronic,2018-11-28,Philip Sherburne
ZULI,Terminal,7.7,Electronic,2018-11-28,Andy Beta
Ian Isiah,Shugga Sextape Vol. 1,7.7,Pop/R&B,2018-11-27,Sheldon Pearce
Foodman,Moriyama EP,7.5,Experimental,2018-11-27,Philip Sherburne
Jacques Greene,Fever Focus EP,7.7,Electronic,2018-11-27,Max Mertens
Ellis ,The Fuzz EP,7.4,Rock,2018-11-27,Stuart Berman
Oneohtrix Point Never,Love in the Time of Lexapro EP,6.5,Experimental,2018-11-26,Sophie Kemp 
Ryley Walker,The Lillywhite Sessions,7.8,Folk/Country,2018-11-26,Paul Thompson
Leikeli47,Acrylic,7.6,Rap,2018-11-26,Jenn Pelly
SUSS,Ghost Box (Expanded),7.6,Experimental,2018-11-26,Allison Hussey
Van Morrison,Moondance,8.4,Rock,2018-11-25,Ryan H. Walsh
Art Brut,Wham! Bang! Pow! Let’s Rock Out!,7.0,Rock,2018-11-24,Evan Rytlewski
Meg BairdMary Lattimore,Ghost Forests,7.4,Folk/CountryExperimental,2018-11-24,Jayson Greene
Songs: Ohia,Love & Work: The Lioness Sessions,8.7,Rock,2018-11-23,Sam Sodomsky
Mariah Carey,Caution,7.5,Pop/R&B,2018-11-22,Maura Johnston
"Tyler, the Creator",Music Inspired by Illumination & Dr. Seuss’ The Grinch EP,7.2,Rap,2018-11-21,Sheldon Pearce
teddy<3,LillyAnna,6.8,Pop/R&B,2018-11-21,Katherine St. Asaph
Grapetooth,Grapetooth,5.9,Rock,2018-11-21,Steven Arroyo
Mumford & Sons,Delta,5.8,Rock,2018-11-20,Larry Fitzmaurice
Funeral Chic,Superstition,7.1,Metal,2018-11-20,Kim Kelly
Lil Tracy,Sinner EP,6.0,Rap,2018-11-20,Alphonse Pierre
The Smashing Pumpkins,"Shiny and Oh So Bright, Vol. 1 / LP: No Past. No Future. No Sun.",3.4,Rock,2018-11-19,Jayson Greene
Little Dragon,Lover Chanting EP,5.2,Electronic,2018-11-19,Olivia Horn 
ALLBLACKKenny Beats,2 Minute Drills EP,7.4,Rap,2018-11-19,Alphonse Pierre
Marianne Faithfull,Negative Capability,8.0,Rock,2018-11-19,Erin Osmon
Lil Peep,Hellboy,8.5,Rap,2018-11-18,Matthew Strauss
Objekt,Cocoon Crush,8.0,Electronic,2018-11-17,Philip Sherburne
Charles Bradley,Black Velvet,6.6,Pop/R&B,2018-11-17,Stephen Thomas Erlewine
The Men,Hated: 2008-2011,7.4,Rock,2018-11-17,Stuart Berman
Charles Mingus,Jazz in Detroit / Strata Concert Gallery / 46 Selden,8.6,Jazz,2018-11-17,Piotr Orlov
